Any,Comarca,Província,Longitud,Latitud,Superfície km2,Població.x 0-15,Població.y 0-15,Població.x 16-24,Població.y 16-24,Població.x 25-44,Població.y 25-44,Població.x 45-64,Població.y 45-64,Població.x 64+,Població.y 64+,Total kg/hab./dia,Recollida no selectiva,Recollida selectiva
2015,Baix Empordà,Girona,3.085288573,42.104398466,702,10581,11401,5565,5828,18417,19098,17651,18193,13045,10693,2.13,64268.7,38820.37
2015,Baix Llobregat,Barcelona,1.902601581,41.516171187,486,70729,75035,32325,34318,121435,122382,106658,104661,74501,57933,1.21,229080.45,128538.77
2015,Baix Penedès,Tarragona,1.486364127,41.245744816,297,8619,9339,3981,4109,14365,15091,12678,13200,9322,8310,1.74,46576.66,16923.7
2015,Barcelonès,Barcelona,2.24587666,41.452263347,146,153048,161985,85433,89475,335629,335690,297745,269431,276419,188184,1.2,653366.69,321852.06
2015,Berguedà,Barcelona,1.825611891,42.077717227,1185,2611,2840,1417,1568,4873,5163,5590,5843,5326,4063,1.38,13920.53,6019.17
2015,Cerdanya,Girona,1.837361267,42.397592638,547,1362,1434,647,747,2639,2896,2331,2756,1642,1407,1.88,9478.08,2755.61
2015,Conca de Barberà,Tarragona,1.228323935,41.41091586,650,1562,1661,781,857,2645,3021,2637,2940,2415,1934,1.4,5273.37,5172.97
2015,Garraf,Barcelona,1.722171016,41.28615903,185,12375,12964,5680,5976,21201,21122,20390,20761,13144,10450,1.61,54331,31414.79
2015,Garrigues,Lleida,0.924154304,41.541651668,798,1247,1379,693,769,2281,2757,2393,2817,2677,2264,1,5429.07,1632.97
2015,Garrotxa,Girona,2.641583767,42.21317776,735,4285,4650,2303,2548,7403,7615,7368,7807,6456,4880,1.37,16332.54,11605.62
2015,Gironès,Girona,2.761759172,41.938317975,576,17137,18279,8271,9063,28624,28795,22904,22787,15273,11402,1.13,41983.96,34211.53
2015,Maresme,Barcelona,2.294956934,41.493732172,399,37078,39695,17528,19201,62756,64383,60144,58872,42469,32786,1.45,131961.67,101441.7
2015,Moianès,Barcelona,1.9918776,41.789382427,338,,,,,,,,,,,1.52,3547,3726.49
2015,Montsià,Tarragona,0.480770667,40.5432439,735,5153,5705,2786,2799,9673,10456,8678,9054,7463,6202,1.32,15973.77,16955.9
2015,Noguera,Lleida,0.660407593,41.751364415,1784,2902,3112,1584,1673,4997,5854,4852,5504,4607,3753,1.09,11453.34,4144.3
2015,Osona,Barcelona,2.250544628,41.767986176,1245,13337,14454,6609,6994,21306,22366,20280,21041,15526,11483,1.14,25591.77,38958.12
2015,Pallars Jussà,Lleida,1.09247165,42.16144193,1343,890,894,524,580,1606,1930,1672,1995,1854,1466,1.29,4270.53,2134.74
2015,Pallars Sobirà,Lleida,1.317472691,42.548794993,1378,493,496,267,259,921,1046,981,1174,729,634,1.57,1966.62,2078.06
2015,Pla d'Urgell,Lleida,1.018357494,41.679015226,305,3108,3264,1514,1579,5042,5788,4464,5006,3842,2966,1.08,7712.37,6910.37
2015,Pla de l'Estany,Girona,2.765370615,42.118105569,263,2853,3054,1382,1568,4357,4510,4035,4160,3019,2391,1.29,9260.72,5570.53
2015,Priorat,Tarragona,0.766749088,41.165252561,499,600,674,342,362,1070,1371,1230,1422,1253,1169,1.2,2141.29,2051.62
2015,Ribera d'Ebre,Tarragona,0.567443286,41.180631047,827,1466,1551,917,962,2690,3138,3084,3304,2937,2415,1.22,5498.38,4618.75
2015,Ripollès,Girona,2.167213333,42.224467627,957,1616,1785,907,966,3033,3316,3609,3820,3537,2689,1.46,8074.09,5473.11
2015,Segarra,Lleida,1.271020203,41.665741746,723,1939,2084,1053,1120,3136,3528,2663,3133,2182,1773,1.07,4289.88,4559.35
2015,Segrià,Lleida,0.458875465,41.494156354,1397,16879,17759,8784,9401,30086,32959,26577,28007,20357,15135,1.11,64248.33,20341.49
2015,Selva,Girona,2.603018891,42.00924462,995,13738,14724,7126,7745,24288,26304,22038,23457,15072,12467,1.76,70267.67,37960.37
2015,Solsonès,Lleida,1.358748948,41.842277682,1001,1085,1158,540,561,1752,1931,1734,1918,1463,1203,1.29,3963.48,2372.57
2015,Tarragonès,Tarragona,1.376050084,41.142750135,319,21681,23078,10445,11151,38671,40355,32211,32757,21763,16947,1.64,101002.95,48193.56
2015,Terra Alta,Tarragona,0.260882637,40.910005124,743,711,754,407,467,1315,1577,1499,1650,1805,1591,0.93,1989.11,2050.93
2015,Urgell,Lleida,1.098859253,41.787239279,580,3006,3186,1496,1571,4829,5292,4531,5037,3975,3119,1.2,10139.21,5815.13
2015,Vall d'Aran,Lleida,0.71138294,42.754900684,634,711,820,420,432,1634,1782,1320,1446,681,602,2.58,5241.52,4117.74
2015,Vallès Occidental,Barcelona,2.113347047,41.509070517,583,81632,86588,38371,40494,136082,137497,118434,115791,80049,59900,1.09,230024.45,128688.38
2015,Vallès Oriental,Barcelona,2.221915789,41.677289414,735,36172,38821,16774,17994,59768,61896,53369,54014,34600,27684,1.24,112993.55,68813.9
2016,Alt Camp,Tarragona,1.168858284,41.262911399,538,3659,3881,1891,1958,5993,6525,5811,6279,4388,3595,1.28,12270.83,8267.44
2016,Alt Empordà,Girona,2.846670142,42.393804699,1358,11821,12373,5916,6225,19540,20570,17925,18828,13376,11190,2.15,71144.7,38972.21
2016,Alt Penedès,Barcelona,1.777332142,41.361030685,593,9626,10259,4331,4445,15016,15632,13813,14488,9966,7973,1.34,30961.59,21151.69
2016,Alt Urgell,Lleida,1.508278479,42.351403709,1448,1420,1515,833,881,2795,2845,2882,3078,2308,1935,1.31,4951.81,4879.26
2016,Alta Ribagorça,Lleida,0.801124657,42.505378455,427,253,279,134,157,525,608,519,616,419,344,1.45,1263.44,785.57
2016,Anoia,Barcelona,1.443554697,41.59783259,866,10573,11227,4880,5121,16423,17565,15069,15860,11492,9022,1.44,42663.34,19120.13
2016,Bages,Barcelona,1.631966008,41.739169106,1092,14264,15230,6827,7393,23960,24613,23110,24085,19658,14432,1.24,45048.16,34038.82
2016,Baix Camp,Tarragona,0.975413192,41.210359353,697,16999,17959,8203,8409,27519,27372,25210,25230,17429,13975,1.48,60311.91,41590.24
2016,Baix Ebre,Tarragona,0.500058469,40.879900446,1003,5891,6453,3220,3502,10232,11496,10165,10529,9288,7657,1.42,24555.45,16425.47
2016,Baix Empordà,Girona,3.085288573,42.104398466,702,10612,11445,5601,5854,18149,18616,17918,18576,13313,10868,2.19,64036.6,41861.05
2016,Baix Llobregat,Barcelona,1.902601581,41.516171187,486,70721,75006,32794,34890,118793,119585,109349,107527,76184,59132,1.22,232049.89,127605.68
2016,Baix Penedès,Tarragona,1.486364127,41.245744816,296,8582,9261,4035,4209,13957,14538,12973,13517,9582,8483,1.78,46396.9,18309.3
2016,Barcelonès,Barcelona,2.24587666,41.452263347,146,153974,163287,86929,90361,332918,332576,301595,274279,277332,189249,1.22,667338.32,328185.92
2016,Berguedà,Barcelona,1.825611891,42.077717227,1185,2540,2818,1416,1564,4714,5039,5615,5829,5341,4086,1.34,13543.22,5658.14
2016,Cerdanya,Girona,1.837361267,42.397592638,547,1350,1410,649,783,2591,2780,2348,2784,1661,1415,1.96,9645.55,2992.75
2016,Conca de Barberà,Tarragona,1.228323935,41.41091586,650,1536,1659,759,851,2576,2920,2672,2953,2404,1933,1.46,5390.49,5411.21
2016,Garraf,Barcelona,1.722171016,41.28615903,185,12384,12960,5812,6174,20804,20687,20954,21261,13524,10783,1.63,55762.5,31494.35
2016,Garrigues,Lleida,0.924154304,41.541651668,798,1227,1360,681,757,2224,2735,2406,2836,2635,2237,1.06,5288.94,2113.66
2016,Garrotxa,Girona,2.641583767,42.21317776,735,4310,4664,2293,2523,7273,7553,7432,7883,6454,4911,1.4,15643.32,13024.4
2016,Gironès,Girona,2.761759172,41.938317975,576,17293,18501,8340,9094,28265,28362,23401,23336,15555,11630,1.17,42433.09,36929.51
2016,Maresme,Barcelona,2.294956934,41.493732172,399,37066,39600,17767,19475,61426,63108,61511,60386,43514,33540,1.5,135537.66,105534.23
2016,Moianès,Barcelona,1.9918776,41.789382427,338,1140,1155,517,600,1646,1851,1796,1956,1377,1119,1.53,3559.42,3839.59
2016,Montsià,Tarragona,0.480770667,40.5432439,735,5138,5601,2737,2762,9404,10101,8792,9176,7534,6265,1.33,16042.58,16761.28
2016,Noguera,Lleida,0.660407593,41.751364415,1784,2919,3097,1558,1711,4869,5707,4903,5545,4596,3787,1.12,11715.19,4274.69
2016,Osona,Barcelona,2.250544628,41.767986176,1245,13323,14376,6746,7115,21114,22233,20553,21452,15616,11561,1.17,26707.97,39935.19
2016,Pallars Jussà,Lleida,1.09247165,42.16144193,1343,876,877,524,581,1520,1941,1668,1953,1858,1434,1.25,4235.7,1882.41
2016,Pallars Sobirà,Lleida,1.317472691,42.548794993,1378,495,484,233,266,933,1008,974,1177,725,625,1.75,2015.4,2456.68
2016,Pla d'Urgell,Lleida,1.018357494,41.679015226,305,3090,3274,1521,1585,4971,5689,4538,5136,3845,2976,1.1,8194.59,6579.69
2016,Pla de l'Estany,Girona,2.765370615,42.118105569,263,2878,3079,1397,1591,4312,4423,4117,4194,3036,2406,1.33,9666.04,5617.25
2016,Priorat,Tarragona,0.766749088,41.165252561,499,581,647,347,356,1037,1319,1226,1423,1252,1140,1.26,2207.74,2113.52
2016,Ribera d'Ebre,Tarragona,0.567443286,41.180631047,827,1445,1555,915,940,2619,3103,3068,3282,2895,2360,1.23,5154.59,4916.58
2016,Ripollès,Girona,2.167213333,42.224467627,957,1617,1799,864,918,2981,3251,3557,3799,3553,2710,1.5,7981.07,5798.62
2016,Segarra,Lleida,1.271020203,41.665741746,723,1878,2102,1048,1111,3064,3438,2714,3176,2192,1815,1.09,4438.64,4597.16
2016,Segrià,Lleida,0.458875465,41.494156354,1397,16851,17736,8818,9442,29193,32112,27102,28611,20471,15372,1.13,64963.04,20918.84
2016,Selva,Girona,2.603018891,42.00924462,995,13794,14751,6965,7769,23793,25426,22459,23914,15350,12749,1.77,71567.14,36955.74
2016,Solsonès,Lleida,1.358748948,41.842277682,1001,1078,1129,530,553,1743,1890,1733,1942,1486,1212,1.38,4322.55,2405.76
2016,Tarragonès,Tarragona,1.376050084,41.142750135,319,21692,23066,10464,11144,37885,39142,32914,33400,22135,17287,1.64,99204.31,50637.45
2016,Terra Alta,Tarragona,0.260882637,40.910005124,743,714,770,418,458,1250,1502,1517,1638,1808,1580,0.97,1990.46,2186.82
2016,Urgell,Lleida,1.098859253,41.787239279,580,2948,3122,1516,1582,4687,5172,4619,5109,3958,3123,1.25,10296.24,6101.16
2016,Vall d'Aran,Lleida,0.71138294,42.754900684,634,709,805,423,421,1606,1716,1347,1500,687,612,2.69,5168.17,4596.93
2016,Vallès Occidental,Barcelona,2.113347047,41.509070517,583,81792,86863,38954,41106,133661,134854,121245,118511,81635,61440,1.1,231905.59,132560.26
2016,Vallès Oriental,Barcelona,2.221915789,41.677289414,735,35722,38362,16890,18101,57954,59871,54078,54867,35027,28029,1.25,113767.81,69242.44
2017,Alt Camp,Tarragona,1.168858284,41.262911399,538,3626,3831,1932,1974,5851,6355,5902,6385,4444,3625,1.36,12496.17,9343.29
2017,Alt Empordà,Girona,2.846670142,42.393804699,1358,11759,12282,5950,6320,19246,20255,18210,19199,13635,11366,2.18,70137.36,41194.73
2017,Alt Penedès,Barcelona,1.777332142,41.361030685,593,9583,10265,4477,4583,14727,15260,14215,14850,10129,8151,1.4,31445.2,23035.96
2017,Alt Urgell,Lleida,1.508278479,42.351403709,1447,1409,1488,849,907,2634,2754,2914,3061,2323,1965,1.33,4895.68,4931.3
2017,Alta Ribagorça,Lleida,0.801124657,42.505378455,427,251,273,149,154,511,577,524,624,420,346,1.46,1203.18,830.93
2017,Anoia,Barcelona,1.443554697,41.59783259,866,10554,11176,4952,5288,16156,17312,15534,16328,11699,9240,1.45,41698.24,20987.4
2017,Bages,Barcelona,1.631966008,41.739169106,1092,14237,15144,6967,7565,23544,24163,23523,24547,19819,14685,1.25,44280.65,35482.24
2017,Baix Camp,Tarragona,0.975413192,41.210359353,697,16795,17911,8221,8427,26889,26566,25564,25599,17776,14187,1.53,61153.6,43207.53
2017,Baix Ebre,Tarragona,0.500058469,40.879900446,1003,5844,6359,3186,3488,9956,11011,10166,10641,9337,7674,1.46,24823.46,16755.89
2017,Baix Empordà,Girona,3.085288573,42.104398466,702,10632,11476,5573,5952,17832,18268,18245,18871,13617,11108,2.28,64131.63,46534.7
2017,Baix Llobregat,Barcelona,1.902601581,41.516171187,486,70673,74914,33570,35726,116536,116984,112093,110537,78224,60373,1.25,234985.22,136206
2017,Baix Penedès,Tarragona,1.486364127,41.245744816,296,8568,9174,4195,4390,13750,14186,13397,14012,9933,8766,1.79,45051.68,20787.66
2017,Barcelonès,Barcelona,2.24587666,41.452263347,146,155406,164711,88975,92415,334752,332462,305333,279018,278588,190602,1.23,679725.8,329430.42
2017,Berguedà,Barcelona,1.825611891,42.077717227,1185,2545,2834,1417,1540,4605,4987,5622,5844,5386,4137,1.34,12861.81,6200.91
2017,Cerdanya,Girona,1.837361267,42.397592638,547,1313,1398,685,817,2547,2695,2430,2840,1653,1431,1.73,8155.35,3004.6
2017,Conca de Barberà,Tarragona,1.228323935,41.41091586,650,1516,1655,761,868,2526,2790,2689,2984,2419,1955,1.47,5355.3,5420.42
2017,Garraf,Barcelona,1.722171016,41.28615903,185,12313,12879,5917,6379,20475,20288,21418,21733,13897,11079,1.65,56797,32028.68
2017,Garrigues,Lleida,0.924154304,41.541651668,798,1215,1365,703,750,2173,2685,2390,2856,2622,2234,0.98,4811.69,1957.69
2017,Garrotxa,Girona,2.641583767,42.21317776,735,4338,4662,2306,2573,7208,7515,7524,8001,6553,4990,1.39,14986.37,13518.67
2017,Gironès,Girona,2.761759172,41.938317975,576,17403,18720,8609,9244,28264,28280,23957,23922,15935,11975,1.21,44460.49,38605.79
2017,Maresme,Barcelona,2.294956934,41.493732172,399,36997,39569,18210,19864,60599,62034,62906,61812,44608,34363,1.55,137832.58,112807.88
2017,Moianès,Barcelona,1.9918776,41.789382427,338,1129,1166,542,623,1619,1828,1813,2004,1368,1146,1.55,3491.35,4035.2
2017,Montsià,Tarragona,0.480770667,40.5432439,735,5105,5525,2763,2772,9168,9831,9008,9396,7571,6370,1.35,16497.99,16822.73
2017,Noguera,Lleida,0.660407593,41.751364415,1784,2893,3116,1547,1694,4786,5595,4936,5621,4602,3791,1.15,11745.46,4532.91
2017,Osona,Barcelona,2.250544628,41.767986176,1245,13272,14339,6899,7361,21081,22205,20935,21903,15818,11737,1.18,26768.03,40893.19
2017,Pallars Jussà,Lleida,1.09247165,42.16144193,1343,862,890,508,558,1485,1888,1699,1955,1843,1448,1.44,4380.38,2619.29
2017,Pallars Sobirà,Lleida,1.317472691,42.548794993,1378,488,480,261,263,907,991,990,1187,709,625,1.86,2164.5,2563.61
2017,Pla d'Urgell,Lleida,1.018357494,41.679015226,305,3108,3261,1535,1585,4891,5571,4593,5255,3877,3012,1.14,8504.58,6754.41
2017,Pla de l'Estany,Girona,2.765370615,42.118105569,263,2853,3109,1432,1541,4277,4393,4204,4267,3091,2469,1.29,9329.18,5590.89
2017,Priorat,Tarragona,0.766749088,41.165252561,499,590,632,340,371,1023,1303,1223,1442,1244,1141,1.25,2117.57,2146.93
2017,Ribera d'Ebre,Tarragona,0.567443286,41.180631047,827,1418,1540,903,939,2552,3022,3080,3265,2892,2382,1.25,5099.3,5013.18
2017,Ripollès,Girona,2.167213333,42.224467627,957,1581,1800,876,917,2902,3207,3597,3818,3515,2733,1.5,7910.51,5813.86
2017,Segarra,Lleida,1.271020203,41.665741746,723,1877,2066,1070,1163,3019,3364,2759,3302,2173,1821,1.09,4223.75,4833.53
2017,Segrià,Lleida,0.458875465,41.494156354,1397,16887,17688,8741,9484,28521,31358,27647,29299,20726,15567,1.17,63533.81,25431.36
2017,Selva,Girona,2.603018891,42.00924462,995,13850,14734,7043,7889,23265,24765,22912,24423,15617,12900,1.85,73866.38,39540.42
2017,Solsonès,Lleida,1.358748948,41.842277682,1001,1070,1118,540,591,1713,1867,1767,1954,1493,1214,1.42,4382.95,2518.51
2017,Tarragonès,Tarragona,1.376050084,41.142750135,319,21571,22969,10696,11298,37110,38321,33615,33977,22718,17782,1.68,100821.97,52769.53
2017,Terra Alta,Tarragona,0.260882637,40.910005124,743,715,781,417,450,1220,1504,1505,1625,1794,1565,1,1940.22,2313.92
2017,Urgell,Lleida,1.098859253,41.787239279,580,2976,3126,1521,1602,4649,5139,4653,5127,3957,3141,1.29,10278.47,6621.19
2017,Vall d'Aran,Lleida,0.71138294,42.754900684,634,708,794,410,433,1592,1724,1375,1515,724,632,2.68,5272.13,4508.32
2017,Vallès Occidental,Barcelona,2.113347047,41.509070517,583,81768,87075,39944,42134,131709,132347,124138,121754,83518,63072,1.13,232913.33,142545.62
2017,Vallès Oriental,Barcelona,2.221915789,41.677289414,735,35517,37990,17394,18663,56741,58632,55590,56358,35996,28773,1.26,114813.99,71020.63
2018,Alt Camp,Tarragona,1.168858284,41.262911399,538,3625,3832,1928,2013,5746,6204,5988,6509,4507,3700,1.41,12992.08,9613.46
2018,Alt Empordà,Girona,2.846670142,42.393804699,1358,11810,12301,6003,6455,19072,19932,18574,19496,13814,11585,2.25,68685.01,46699.97
2018,Alt Penedès,Barcelona,1.777332142,41.361030685,593,9676,10250,4637,4738,14611,14929,14632,15376,10296,8377,1.5,32778.32,26239.14
2018,Alt Urgell,Lleida,1.508278479,42.351403709,1447,1415,1490,841,913,2592,2712,2943,3069,2337,2006,1.41,5114.25,5286.29
2018,Alta Ribagorça,Lleida,0.801124657,42.505378455,427,244,277,150,150,504,562,539,620,406,352,1.6,1238.07,967.42
2018,Anoia,Barcelona,1.443554697,41.59783259,866,10489,11123,5055,5413,15859,16949,15877,16806,11914,9453,1.48,39115.99,25342.18
2018,Bages,Barcelona,1.631966008,41.739169106,1092,14260,15252,7189,7656,23243,23810,23890,24900,20080,15033,1.31,43816.56,40568.57
2018,Baix Camp,Tarragona,0.975413192,41.210359353,697,16783,17993,8361,8462,26561,26101,26041,26120,18158,14525,1.55,63283.14,43753.39
2018,Baix Ebre,Tarragona,0.500058469,40.879900446,1003,5818,6315,3213,3485,9652,10624,10294,10838,9369,7638,1.46,25201.82,16363.63
2018,Baix Empordà,Girona,3.085288573,42.104398466,702,10687,11498,5597,5946,17599,18056,18536,19182,13862,11365,2.27,64438.56,46247.85
2018,Baix Llobregat,Barcelona,1.902601581,41.516171187,486,70199,74515,34550,36716,114241,114316,114782,113239,80116,61757,1.27,233989.88,146360.27
2018,Baix Penedès,Tarragona,1.486364127,41.245744816,296,8615,9186,4251,4522,13685,14007,13821,14484,10346,9091,1.86,45417.38,24139.89
2018,Barcelonès,Barcelona,2.24587666,41.452263347,146,155909,165611,90699,93975,334369,331230,308563,282588,279744,191268,1.28,687466.56,365616.53
2018,Berguedà,Barcelona,1.825611891,42.077717227,1185,2574,2868,1443,1562,4541,4969,5618,5832,5393,4176,1.35,10876.6,8366.64
2018,Cerdanya,Girona,1.837361267,42.397592638,547,1312,1388,721,861,2459,2592,2482,2800,1686,1467,2.03,9976.28,3301.12
2018,Conca de Barberà,Tarragona,1.228323935,41.41091586,650,1509,1631,763,888,2457,2728,2722,3017,2416,2006,1.52,5370.7,5753.42
2018,Garraf,Barcelona,1.722171016,41.28615903,185,12236,12936,6146,6483,20243,20068,22021,22232,14240,11406,1.69,56729,35360.4
2018,Garrigues,Lleida,0.924154304,41.541651668,798,1205,1352,680,765,2144,2570,2411,2887,2586,2235,1.11,4729.97,2888.17
2018,Garrotxa,Girona,2.641583767,42.21317776,735,4352,4677,2342,2557,7237,7674,7606,8107,6634,5037,1.43,15019.95,14631.03
2018,Gironès,Girona,2.761759172,41.938317975,576,17559,18927,8946,9535,28195,28263,24590,24552,16268,12320,1.22,43841.29,40896.75
2018,Maresme,Barcelona,2.294956934,41.493732172,399,36905,39654,18695,20340,59722,60804,64383,63551,45764,35302,1.54,136350.82,115967.67
2018,Moianès,Barcelona,1.9918776,41.789382427,338,1125,1139,584,647,1584,1830,1875,2046,1394,1172,1.6,3527.73,4335.52
2018,Montsià,Tarragona,0.480770667,40.5432439,735,5088,5449,2761,2822,8858,9505,9145,9524,7653,6455,1.42,16925.29,17807.57
2018,Noguera,Lleida,0.660407593,41.751364415,1784,2912,3086,1519,1785,4678,5531,4944,5644,4619,3826,1.22,11889.7,5287.29
2018,Osona,Barcelona,2.250544628,41.767986176,1245,13328,14356,7042,7569,21009,22430,21404,22339,16045,11995,1.22,26951.41,43349.22
2018,Pallars Jussà,Lleida,1.09247165,42.16144193,1343,850,878,471,560,1458,1798,1724,1965,1823,1479,1.42,4115.39,2686.38
2018,Pallars Sobirà,Lleida,1.317472691,42.548794993,1378,470,487,275,267,919,955,996,1201,713,636,2.1,2268.86,3043.53
2018,Pla d'Urgell,Lleida,1.018357494,41.679015226,305,3089,3255,1549,1603,4785,5499,4662,5322,3921,3065,1.19,8673.96,7295.62
2018,Pla de l'Estany,Girona,2.765370615,42.118105569,263,2884,3125,1435,1542,4263,4380,4266,4377,3144,2489,1.37,9205.5,6758.94
2018,Priorat,Tarragona,0.766749088,41.165252561,499,586,616,330,377,1021,1273,1212,1456,1257,1130,1.57,2157.82,3170.49
2018,Ribera d'Ebre,Tarragona,0.567443286,41.180631047,827,1397,1531,919,936,2511,2930,3062,3283,2908,2399,1.21,4907.55,4827.33
2018,Ripollès,Girona,2.167213333,42.224467627,957,1610,1775,859,932,2891,3149,3587,3797,3544,2801,1.62,8184.89,6635.66
2018,Segarra,Lleida,1.271020203,41.665741746,723,1908,2040,1051,1174,2983,3363,2812,3391,2162,1844,1.21,4703.74,5403.4
2018,Segrià,Lleida,0.458875465,41.494156354,1397,16748,17708,8855,9491,27871,30769,28029,29804,21023,15810,1.2,61844.53,29706.87
2018,Selva,Girona,2.603018891,42.00924462,995,13790,14671,7151,8097,22771,24166,23456,24904,15934,13303,1.86,70203.31,44833.35
2018,Solsonès,Lleida,1.358748948,41.842277682,1001,1068,1106,555,621,1689,1809,1786,1995,1511,1229,1.43,4238.65,2729.13
2018,Tarragonès,Tarragona,1.376050084,41.142750135,319,21715,22964,10970,11493,36736,37820,34479,34756,23304,18445,1.69,100588.13,55538.99
2018,Terra Alta,Tarragona,0.260882637,40.910005124,743,707,760,403,438,1201,1458,1501,1640,1786,1553,0.99,1869.79,2298.6
2018,Urgell,Lleida,1.098859253,41.787239279,580,2997,3117,1552,1656,4623,5007,4710,5245,3977,3174,1.32,10245.46,7275.54
2018,Vall d'Aran,Lleida,0.71138294,42.754900684,634,726,786,401,436,1556,1653,1406,1594,744,642,2.32,5201.3,3266.32
2018,Vallès Occidental,Barcelona,2.113347047,41.509070517,583,81640,86763,40920,43389,129861,130253,127160,124725,85498,64623,1.18,236018.22,157973.7
2018,Vallès Oriental,Barcelona,2.221915789,41.677289414,735,35433,37805,17773,19117,55844,57533,57161,57765,36959,29665,1.33,116312.62,80525.15
2019,Alt Camp,Tarragona,1.168858284,41.262911399,538,3609,3807,1945,2118,5629,6154,6080,6595,4566,3792,1.34,12209.24,9423.27
2019,Alt Empordà,Girona,2.846670142,42.393804699,1358,11814,12382,6128,6535,18909,19815,18997,19940,14037,11754,2.28,65460.92,52262.63
2019,Alt Penedès,Barcelona,1.777332142,41.361030685,593,9566,10213,4740,4865,14377,14527,15006,15809,10456,8531,1.51,32530.76,27267.12
2019,Alt Urgell,Lleida,1.508278479,42.351403709,1447,1403,1456,810,910,2576,2695,2970,3059,2361,2055,1.42,5069.32,5360.58
2019,Alta Ribagorça,Lleida,0.801124657,42.505378455,427,243,288,151,141,498,541,540,641,414,347,1.59,1150.52,1049.23
2019,Anoia,Barcelona,1.443554697,41.59783259,866,10510,11159,5203,5643,15807,16786,16257,17337,12160,9747,1.4,35480.38,26012
2019,Bages,Barcelona,1.631966008,41.739169106,1092,14432,15449,7469,7968,23194,23674,24357,25424,20328,15304,1.33,42435.46,44160.26
2019,Baix Camp,Tarragona,0.975413192,41.210359353,697,16788,17998,8579,8778,26354,25748,26542,26798,18673,14870,1.55,62253.37,45898.5
2019,Baix Ebre,Tarragona,0.500058469,40.879900446,1003,5794,6236,3241,3541,9491,10396,10438,10923,9438,7766,1.61,25361.86,20189.73
2019,Baix Empordà,Girona,3.085288573,42.104398466,702,10678,11453,5692,6039,17353,17849,18980,19626,14124,11652,2.23,59747.44,49797.59
2019,Baix Llobregat,Barcelona,1.902601581,41.516171187,486,69657,73877,35806,38250,112383,112576,117865,116310,81876,62951,1.28,227890.48,157654.21
2019,Baix Penedès,Tarragona,1.486364127,41.245744816,296,8651,9255,4422,4705,13676,14151,14444,15016,10737,9440,1.89,44480.71,27844.75
2019,Barcelonès,Barcelona,2.24587666,41.452263347,146,155767,165303,93188,97019,336302,334709,312824,287971,281019,192342,1.27,677131.56,379232.84
2019,Berguedà,Barcelona,1.825611891,42.077717227,1185,2586,2890,1449,1608,4569,5002,5619,5825,5428,4286,1.19,5329.44,11827.24
2019,Cerdanya,Girona,1.837361267,42.397592638,547,1331,1404,772,884,2511,2646,2554,2838,1717,1499,2.01,9871.38,3500.84
2019,Conca de Barberà,Tarragona,1.228323935,41.41091586,650,1450,1610,775,916,2364,2637,2754,3053,2423,2002,1.44,4975.4,5584.85
2019,Garraf,Barcelona,1.722171016,41.28615903,185,12100,12833,6424,6753,19869,19598,22532,22719,14645,11744,1.69,54686,38245.18
2019,Garrigues,Lleida,0.924154304,41.541651668,798,1209,1346,677,835,2101,2571,2438,2879,2574,2210,1.06,4365.76,2950.89
2019,Garrotxa,Girona,2.641583767,42.21317776,735,4436,4734,2387,2702,7328,7824,7801,8241,6624,5114,1.36,13749.62,14877.03
2019,Gironès,Girona,2.761759172,41.938317975,576,17672,19055,9173,10014,28357,28303,25183,25149,16596,12603,1.21,42377.26,43242.67
2019,Maresme,Barcelona,2.294956934,41.493732172,399,36947,39516,19221,21123,59168,60527,65893,64931,46864,36253,1.53,131723.94,121381.66
2019,Moianès,Barcelona,1.9918776,41.789382427,338,1089,1126,598,660,1584,1850,1903,2125,1438,1180,1.56,2865.86,4870.04
2019,Montsià,Tarragona,0.480770667,40.5432439,735,5046,5431,2817,2997,8647,9344,9356,9700,7696,6524,1.41,16204.67,18473.96
2019,Noguera,Lleida,0.660407593,41.751364415,1784,2913,3103,1548,1792,4550,5507,5010,5752,4613,3823,1.16,9667.48,6692.36
2019,Osona,Barcelona,2.250544628,41.767986176,1245,13434,14438,7189,7926,20959,22539,21829,22791,16314,12400,1.22,24675.13,46966.41
2019,Pallars Jussà,Lleida,1.09247165,42.16144193,1343,829,871,492,549,1442,1783,1764,1961,1809,1506,1.45,4010.02,2903.32
2019,Pallars Sobirà,Lleida,1.317472691,42.548794993,1378,454,484,265,282,921,925,1006,1189,715,667,2.08,2291.03,2961.19
2019,Pla d'Urgell,Lleida,1.018357494,41.679015226,305,3054,3203,1538,1686,4691,5378,4757,5407,3939,3135,1.23,8796.4,7692.48
2019,Pla de l'Estany,Girona,2.765370615,42.118105569,263,2881,3124,1447,1564,4263,4405,4312,4436,3205,2552,1.35,8941.1,6948.1
2019,Priorat,Tarragona,0.766749088,41.165252561,499,571,606,313,395,995,1239,1244,1466,1256,1130,1.26,1957.3,2283.6
2019,Ribera d'Ebre,Tarragona,0.567443286,41.180631047,827,1354,1537,920,911,2439,2926,3071,3302,2917,2391,1.23,4858.87,4971.18
2019,Ripollès,Girona,2.167213333,42.224467627,957,1631,1786,864,930,2865,3082,3620,3825,3558,2836,1.53,7174.24,6825.3
2019,Segarra,Lleida,1.271020203,41.665741746,723,1910,2059,1036,1244,3015,3364,2874,3441,2164,1863,1.17,4111.15,5710.47
